,Title,Date,Score
1583,Rayman 3 (GBA),"Mar 2, 2003",7.5
1584,Tom Clancy's Ghost Recon Gold Edition (PC),"Mar 1, 2003",tbd
1585,Tom Clancy's Splinter Cell (PC),"Feb 19, 2003",8.5
1586,Bust-A-Move 3000 (GC),"Feb 12, 2003",tbd
1587,Disney's The Jungle Book (GBA),"Feb 11, 2003",tbd
1588,Tom Clancy's Ghost Recon (GC),"Feb 9, 2003",5.4
1589,Walt Disney's The Jungle Book: Rhythm N'Groove (PS2),"Feb 4, 2003",tbd
1590,The Sum of All Fears (GC),"Jan 9, 2003",3.4
1591,Worms Blast (PS2),"Jan 1, 2003",tbd
1592,City Racer (PS2),Canceled,tbd
1593,Monster Jam: Maximum Destruction (PC),"Dec 20, 2002",tbd
1594,Lunar Legend (GBA),"Dec 8, 2002",7.8
1595,Moto Racer Advance (GBA),"Dec 5, 2002",tbd
1596,Disney's PK: Out of the Shadows (GC),"Dec 3, 2002",6.5
1597,Evolution Worlds (GC),"Dec 2, 2002",8.0
1598,Tom Clancy's Ghost Recon (PS2),"Dec 1, 2002",7.7
1599,The Mummy (GBA),"Nov 20, 2002",tbd
1600,The Sum of All Fears (GBA),"Nov 19, 2002",tbd
1601,Dragon's Lair 3D: Return to the Lair (PC),"Nov 18, 2002",tbd
1602,Rocky (PS2),"Nov 18, 2002",8.5
1603,Dragon's Lair 3D (XBOX),"Nov 18, 2002",7.2
1604,Dogz 5 (PC),"Nov 18, 2002",tbd
1605,Rocky (XBOX),"Nov 17, 2002",7.1
1606,Tom Clancy's Splinter Cell (XBOX),"Nov 17, 2002",8.6
1607,Rocky (GC),"Nov 17, 2002",7.3
1608,Rocky (GBA),"Nov 17, 2002",tbd
1609,Tomb Raider: The Prophecy (GBA),"Nov 12, 2002",8.9
1610,Tom Clancy's Ghost Recon (XBOX),"Nov 11, 2002",6.0
1611,Pro Rally (GC),"Nov 11, 2002",tbd
1612,Disney's PK: Out of the Shadows (PS2),"Nov 1, 2002",6.3
1613,Worms World Party (GBA),"Oct 29, 2002",tbd
1614,Worms Blast (GC),"Oct 24, 2002",tbd
1615,Worms Blast (PC),"Oct 23, 2002",7.0
1616,Deathrow (XBOX),"Oct 22, 2002",8.2
1617,Conflict Zone (PS2),"Oct 19, 2002",7.4
1618,Davis Cup Tennis (GBA),"Oct 14, 2002",tbd
1619,Batman: Vengeance (PC),"Oct 8, 2002",7.0
1620,Tom Clancy's Ghost Recon: Island Thunder (PC),"Sep 25, 2002",7.7
1621,Rayman Arena (PS2),"Sep 24, 2002",7.9
1622,Super Bust-A-Move 2 (PS2),"Sep 24, 2002",tbd
1623,Rayman Arena (GC),"Sep 24, 2002",7.3
1624,Rayman Arena (XBOX),"Sep 24, 2002",tbd
1625,Myst III: Exile (PS2),"Sep 22, 2002",7.0
1626,Myst III: Exile (XBOX),"Sep 22, 2002",tbd
1627,Catz 5 (PC),"Sep 18, 2002",tbd
1628,Colin McRae Rally 2.0 (GBA),"Sep 16, 2002",tbd
1629,Sabrina the Teenage Witch: Potion Commotion (GBA),"Sep 6, 2002",2.8
1630,Rayman Arena (PC),"Aug 31, 2002",7.2
1631,Chessmaster 9000 (PC),"Aug 31, 2002",7.7
1632,Chessmaster (GBA),"Aug 28, 2002",tbd
1633,Worms Triple Pack (PC),"Jul 9, 2002",tbd
1634,Monster Jam: Maximum Destruction (PS2),"Jun 13, 2002",6.0
1635,The Sum of All Fears (PC),"May 28, 2002",7.2
1636,Power Play: Sports Trivia (PS),"May 6, 2002",8.3
1637,Alfred Hitchcock presents The Final Cut (PC),"Mar 31, 2002",6.8
1638,Tom Clancy's Ghost Recon: Desert Siege (PC),"Mar 27, 2002",7.6
1639,E.T. Away From Home (PC),"Mar 27, 2002",tbd
1640,E.T. Phone Home Adventure (PC),"Mar 27, 2002",tbd
1641,E.T. Interplanetary Mission (PC),"Mar 27, 2002",tbd
1642,Monster Jam Maximum Destruction (GBA),"Mar 27, 2002",tbd
1643,Flanker 2.5 (PC),"Mar 26, 2002",7.8
1644,Rayman Rush (PS),"Mar 26, 2002",6.1
1645,Hooters Road Trip (PS),"Mar 26, 2002",0.4
1646,Hooters Road Trip (PC),"Mar 25, 2002",2.7
1647,Myst Trilogy (PC),"Mar 25, 2002",tbd
1648,Disney's Donald Duck: Goin' Quackers (GC),"Mar 25, 2002",3.0
1649,Dark Planet: Battle for Natrolis (PC),"Mar 20, 2002",7.4
1650,Ice Age (GBA),"Mar 18, 2002",tbd
1651,Tom Clancy's Rainbow Six: Rogue Spear (GBA),"Mar 18, 2002",tbd
1652,Warlords Battlecry II (PC),"Mar 11, 2002",7.8
1653,Grandia II (PC),"Mar 10, 2002",7.9
1654,Mike Tyson Boxing (GBA),"Mar 6, 2002",tbd
1655,Destroyer Command (PC),"Feb 17, 2002",7.4
1656,Grandia II (PS2),"Jan 28, 2002",8.8
1657,Salt Lake 2002 (GBA),"Jan 19, 2002",tbd
1658,Batman: Vengeance (XBOX),"Dec 18, 2001",5.4
1659,Jade Cocoon 2 (PS2),"Dec 17, 2001",7.8
1660,Capitalism II (PC),"Dec 16, 2001",8.8
1661,Conflict Zone (DC),"Dec 15, 2001",7.4
1662,American Bass Challenge (GBA),"Dec 5, 2001",tbd
1663,The Legend of Alon D'ar (PS2),"Dec 4, 2001",6.7
1664,Gunfighter: The Legend of Jesse James (PS),"Nov 30, 2001",tbd
1665,Planet of the Apes (GBA),"Nov 30, 2001",tbd
1666,Super Bust-A-Move (GBA),"Nov 27, 2001",tbd
1667,IL-2 Sturmovik (PC),"Nov 18, 2001",8.7
1668,Batman: Vengeance (GC),"Nov 17, 2001",5.8
1669,Disney's Tarzan Untamed (GC),"Nov 17, 2001",7.4
1670,Disney's Tarzan Untamed (PS2),"Nov 14, 2001",7.1
1671,Tom Clancy's Ghost Recon (PC),"Nov 13, 2001",7.8
1672,Conflict Zone (PC),"Oct 31, 2001",6.0
1673,Tom Clancy's Rainbow Six Rogue Spear: Black Thorn (PC),"Oct 31, 2001",5.4
1674,Batman: Vengeance (GBA),"Oct 30, 2001",tbd
1675,Sunny Garcia Surfing (PS2),"Oct 22, 2001",7.9
1676,Batman: Vengeance (PS2),"Oct 15, 2001",6.8
1677,Pool of Radiance: Ruins of Myth Drannor (PC),"Sep 28, 2001",5.9
1678,Planet of the Apes (PC),"Sep 19, 2001",4.2
1679,Conquest: Frontier Wars (PC),"Aug 14, 2001",8.5
1680,Dragonriders: Chronicles of Pern (PC),"Aug 13, 2001",5.8
1681,Dragon Riders: Chronicles of Pern (DC),"Aug 9, 2001",tbd
1682,The Settlers: Fourth Edition (PC),"Jul 30, 2001",6.7
1683,Stupid Invaders (DC),"Jun 28, 2001",6.8
1684,Rayman Advance (GBA),"Jun 10, 2001",8.4
1685,Myst III: Exile (PC),"May 8, 2001",7.7
1686,V.I.P. (PS),"Apr 1, 2001",5.2
1687,Stupid Invaders (PC),"Feb 21, 2001",7.3
1688,Rayman 2 Revolution (PS2),"Jan 30, 2001",8.4
1689,Disney's Donald Duck Goin' Quackers (N64),"Dec 20, 2000",6.3
1690,Gold and Glory: The Road to El Dorado (PC),"Dec 19, 2000",tbd
1691,Gold and Glory:  The Road to El Dorado (PS),"Dec 19, 2000",tbd
1692,Suzuki Alstare Extreme Racing (PC),"Dec 14, 2000",tbd
1693,Disney's Donald Duck: Goin' Quackers (PS2),"Dec 13, 2000",7.6
1694,Speed Devils Online Racing (DC),"Dec 13, 2000",8.1
1695,Disney's Donald Duck: Goin' Quackers (DC),"Dec 13, 2000",8.4
1696,Batman Beyond: Return of the Joker (N64),"Dec 13, 2000",2.3
1697,Tom Clancy's Collector's Edition (PC),"Dec 7, 2000",tbd
1698,Grandia II (DC),"Dec 6, 2000",8.6
1699,POD: Speedzone (DC),"Dec 5, 2000",tbd
1700,Disney's Dinosaur (DC),"Nov 24, 2000",tbd
1701,Real Myst (PC),"Nov 14, 2000",7.8
1702,Disney's Donald Duck: Goin' Quackers (PS),"Nov 14, 2000",7.9
1703,realMyst (PC),"Nov 14, 2000",8.8
1704,America's Cup Virtual Skipper (PC),"Oct 17, 2000",tbd
1705,Disney's Dinosaur (PS),"Aug 29, 2000",tbd
1706,Deep Fighter: The Tsunami Offense (DC),"Aug 22, 2000",7.0
1707,Surf Riders (PS),"Aug 1, 2000",tbd
1708,Tonic Trouble (PC),"Dec 6, 1999",tbd
1709,Rayman 2: The Great Escape (PC),"Nov 5, 1999",8.9
1710,Hype: The Time Quest (PC),"Oct 31, 1999",8.8
1711,Rayman 2: The Great Escape (N64),"Oct 31, 1999",9.0
1712,Shadow Company: Left For Dead (PC),"Sep 30, 1999",tbd
1713,Seven Kingdoms II: The Fryhtan Wars (PC),"Jul 31, 1999",7.6
1714,Monaco Grand Prix Racing Simulation 2 (PC),"Jun 17, 1999",tbd
1715,Rayman Forever (PC),"May 31, 1999",8.8
1716,S.C.A.R.S. (PC),"Nov 30, 1998",tbd
1717,Redline Racer (PC),"Jul 31, 1998",tbd
1718,Might and Magic 6-Pack Limited Edition (PC),"Apr 30, 1998",tbd
1719,F1 Racing Simulation (PC),"Mar 31, 1998",tbd
1720,Sub Culture (PC),"Nov 30, 1997",7.8
1721,Street Racer (PC),"May 8, 1997",tbd
1722,POD (PC),"Feb 28, 1997",5.0
1723,Rayman (PC),"Apr 30, 1996",8.5
1724,Speed Busters: American Highways (PC),1998,tbd
1725,Infestation (PC),2000,tbd
1726,Deep Fighter (PC),2000,tbd
1727,Myst IV: Revelation (PC),2004,8.4
1728,Ubisoft Action Adventure Collection (PC),September 2005,tbd
1729,Asphalt: Urban GT 2 (PSP),Canceled,7.0
1730,TMNT (PS3),Canceled,tbd
1731,My Life Coach (DS),Canceled,tbd
1732,Brainville (PC),TBA,tbd
1733,Imagine Animal Doctor (PC),Canceled,tbd
1734,Dogz 2008 (WII),Canceled,tbd
1735,Petz: Monkeyz House (PC),Canceled,tbd
1736,Arthur and the Revenge of Maltazard (DS),Canceled,tbd
1737,Tom Clancy's Ghost Recon: Future Soldier (DS),Canceled,tbd
1738,Tom Clancy's Ghost Recon: Future Soldier (PSP),Canceled,tbd
1739,Dance on Broadway (DS),Canceled,tbd
1740,Voodoo Dice (iOS),TBA,tbd
1741,Tom Clancy's Rainbow Six Vegas (XBOX),Canceled,tbd
1742,Assassin's Creed: Lost Legacy (3DS),Canceled,tbd
1743,Brothers in Arms: Furious 4 (X360),Canceled,tbd
1744,Brothers in Arms: Furious 4 (PS3),Canceled,tbd
1745,Brothers in Arms: Furious 4 (PC),Canceled,tbd
1746,Tom Clancy's Ghost Recon Phantoms (WIIU),Canceled,tbd
1747,Rayman Gold (PC),1997,tbd
1748,No More Heroes (iOS),TBA,tbd
1749,Haste (PS3),Canceled,tbd
1750,Haste (X360),Canceled,tbd
1751,Tom Clancy's Rainbow 6 Patriots (X360),Canceled,tbd
1752,Tom Clancy's Rainbow 6 Patriots (PS3),Canceled,tbd
1753,Tom Clancy's Rainbow 6 Patriots (PC),Canceled,tbd
1754,Funky Barn (PS3),Canceled,tbd
1755,POD Gold (PC),1997,tbd
1756,My Spanish Coach (WII),Canceled,tbd
1757,Tom Clancy's Rainbow 6 Patriots (XONE),Canceled,tbd
1758,Tom Clancy's Rainbow 6 Patriots (PS4),Canceled,tbd
1759,Poptropica: Forgotten Islands (iOS),TBA,tbd
1760,Far Cry Add-On (PC),Canceled,tbd
1761,Cloudberry Kingdom (VITA),Canceled,tbd
1762,Haze (PC),Canceled,tbd
1763,Haze (X360),Canceled,tbd
1764,Tom Clancy's Ghost Recon 2 (PC),Canceled,tbd
1765,F1 Racing Championship (PC),Canceled,tbd
1766,Tom Clancy's Ghost Recon Advanced Warfighter 2 (WII),Canceled,tbd
1767,Secrets of the Luxor (PC),1996,tbd
1768,Tetris Ultimate (PS3),Q3 2014,tbd
1769,Tetris Ultimate (X360),Q3 2014,tbd
1770,The Settlers - Kingdoms of Anteria (PC),TBA,tbd
1771,The Hasbro Game Channel (XONE),TBA,tbd
1772,The Hasbro Game Channel (X360),TBA,tbd
1773,The Hasbro Game Channel (PS4),TBA,tbd
1774,The Hasbro Game Channel (PS3),TBA,tbd
1775,Larry Bond's Harpoon 4 (PC),Canceled,tbd
1776,V.I.P. (PC),Canceled,tbd
1777,Free Wheelin' USA (PC),Q2 2002,tbd
1778,Dig Rush (iOS),TBA,tbd
1779,Batman Racing (PC),Canceled,tbd
1780,Alex Ferguson's Player Manager 2003 (PC),2003,tbd
1781,Grow Up (WIIU),TBA,tbd
1782,Arcatera (PC),Canceled,tbd
1783,Steep (Switch),Canceled,tbd
1784,POD: Back to Hell (PC),1997,tbd
1785,Beyond Good and Evil 2 (PS4),TBA,tbd
1786,Beyond Good and Evil 2 (XONE),TBA,tbd
1787,Skull & Bones (PC),TBA 2019,tbd
1788,Skull & Bones (PS4),TBA 2019,tbd
1789,Skull & Bones (XONE),TBA 2019,tbd
1790,Space Junkies (PC),TBA 2019,tbd
1791,Killing Day (PS3),Canceled,tbd
1792,Killing Day (X360),Canceled,tbd
1793,Anno 1800 (PC),Q4 2018,tbd
1794,The Adventures of Valdo & Marie (PC),1997,tbd
1795,Just Dance 2018 (PC),TBA,tbd
1796,Avatar Project (PC),TBA,tbd
1797,Steep: Winter Games Edition (PC),TBA,tbd
1798,Alex Builds His Farm (PC),1999,tbd
1799,The Settlers (PC),Q4 2019,tbd
1800,Assassin's Creed III Remastered (PS4),March 2019,tbd
1801,Assassin's Creed III Remastered (XONE),March 2019,tbd
1802,Assassin's Creed III Remastered (PC),March 2019,tbd
1803,Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade (PS4),December 2018,tbd
1804,Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade (XONE),December 2018,tbd
1805,Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade (PC),December 2018,tbd
1806,Assassin's Creed Odyssey: Story Arc II - The Fate of Atlantis (PS4),Q2 2019,tbd
1807,Assassin's Creed Odyssey: Story Arc II - The Fate of Atlantis (PC),Q2 2019,tbd
1808,Assassin's Creed Odyssey: Story Arc II - The Fate of Atlantis (XONE),Q2 2019,tbd
